,baseMean,log2FC,log2FC_shrunken,lfcSE_shrunken,stat,pvalue,padj
A2ML1,170.3042861,0.441971928,3.49E-06,0.001442686,1.21980981,0.222536982,0.999928958
A2ML3,27.36341354,0.366027722,1.46E-06,0.00144269,0.715329503,0.474405462,0.999928958
A2ML4,308.8988545,0.009453798,1.12E-07,0.001442679,0.030601589,0.975587275,0.999928958
A4GALT,74.52162751,-0.477595403,-9.49E-06,0.001442695,-1.540277012,0.123492845,0.999928958
AAAS,2519.364582,-0.116576058,-3.99E-06,0.001442648,-0.669509823,0.503170317,0.999928958
AACS,509.5235125,0.248150212,-4.63E-07,0.001442681,0.76858671,0.442138697,0.999928958
AADAC,16.78335254,0.004907974,-8.46E-07,0.001442691,0.008190074,0.993465339,0.999928958
AADACL3C,22.70690621,-0.415513001,-1.04E-06,0.001442692,-0.655717192,0.512006105,0.999928958
AADAT,272.2577499,0.048714037,1.26E-06,0.001442658,0.241750917,0.808973173,0.999928958
AAED1,95.12702937,0.022971432,2.18E-07,0.001442682,0.068011792,0.945776247,0.999928958
AAGAB,2177.759398,-0.12693022,-6.20E-06,0.001442631,-0.87071776,0.383908279,0.999928958
AAK1,1624.475978,0.016752008,3.93E-07,0.001442662,0.078311725,0.937580091,0.999928958
AAMDC,327.8214072,-0.044090464,-7.71E-07,0.00144267,-0.182077332,0.855522038,0.999928958
AAMP,1017.395048,0.070079905,3.86E-06,0.001442618,0.509067173,0.61070514,0.999928958
AAR2,1142.81569,-0.157951941,-4.36E-06,0.001442659,-0.81480556,0.415183618,0.999928958
AARS1,5137.366387,-0.269492179,-1.13E-05,0.001442657,-1.712776289,0.086753704,0.999928958
AARS2,532.808702,0.014476973,4.35E-07,0.001442653,0.076847831,0.938744599,0.999928958
AARSD1,559.5325003,-0.161850073,-5.20E-06,0.001442653,-0.900728179,0.367732862,0.999928958
AASDH,587.5891462,0.100221407,2.80E-05,0.001442784,0.54372784,0.586628772,0.999928958
AASDHPPT,131.6231894,-0.077937815,-1.04E-06,0.001442676,-0.279852765,0.779590468,0.999928958
AASS,252.504721,0.271135309,4.65E-06,0.001442674,1.100460708,0.27113144,0.999928958
AATF,1060.704449,-0.11124443,-4.40E-06,0.001442641,-0.686419063,0.492448887,0.999928958
AATK,157.3205709,0.423004976,8.11E-06,0.001442679,1.816076496,0.069358639,0.999928958
ABAT,742.9390447,-0.195502105,-7.92E-06,0.001442648,-1.220970734,0.222097101,0.999928958
ABCA1,1347.073978,0.007419074,2.90E-07,0.001442641,0.044575083,0.964446004,0.999928958
ABCA12,13.87829686,-0.844392857,-1.99E-06,0.001442692,-1.275404287,0.202166182,0.999928958
ABCA13,10.47972416,0.045179478,8.04E-08,0.001442693,0.05762182,0.954049868,0.999928958
ABCA2,1048.894678,0.049705092,1.05E-06,0.001442665,0.223100944,0.823456943,0.999928958
ABCA3,1450.025399,0.069432345,2.20E-06,0.00144265,0.382323612,0.702221343,0.999928958
ABCA4,61.65009555,-0.799785053,-5.11E-06,0.001442691,-1.997864211,0.045731384,0.999928958
ABCA5,498.1420425,0.221703041,3.57E-06,0.001442674,0.870405829,0.384078662,0.999928958
ABCA7,17.55943684,0.421115735,1.17E-06,0.001442691,0.686558191,0.492361182,0.999928958
ABCA8,16.30615548,-0.615335407,-1.18E-06,0.001442693,-0.838544399,0.401725023,0.999928958
ABCA9,30.78219138,0.82891378,3.02E-06,0.001442692,1.559895182,0.118784653,0.999928958
ABCB1,10.01333157,0.92504901,1.23E-06,0.001442693,1.049556133,0.293922235,0.999928958
ABCB10,493.3037824,-0.024976935,-1.09E-06,0.001442632,-0.162624557,0.87081405,0.999928958
ABCB11,77.16197908,-0.17412057,-1.51E-06,0.001442683,-0.503174339,0.614841705,0.999928958
ABCB1LA,12.85944467,-0.954111515,-2.58E-06,0.001442692,-1.53726644,0.124228076,0.999928958
ABCB6,252.7718403,-0.011145486,-6.36E-08,0.001442686,-0.028024267,0.977642797,0.999928958
ABCB7,1409.527434,0.087785806,3.36E-06,0.001442642,0.531657487,0.594963241,0.999928958
ABCB8,998.6991738,-0.150685556,-2.20E-06,0.001442675,-0.565789759,0.571536709,0.999928958
ABCB9,31.9381096,0.706670608,3.04E-06,0.001442691,1.441914716,0.149326434,0.999928958
ABCC1,1094.683112,-0.019745436,-5.61E-07,0.001442653,-0.104148025,0.917051879,0.999928958
ABCC10,403.0377563,0.086691777,1.55E-06,0.00144267,0.358556422,0.719926952,0.999928958
ABCC13,196.9173955,0.283107607,3.36E-06,0.00144268,0.955458995,0.339345632,0.999928958
ABCC2,11.61124905,0.798659474,1.27E-06,0.001442693,0.991516847,0.32143327,0.999928958
ABCC3,633.4495948,0.182860438,4.27E-06,0.001442665,0.865228478,0.386913398,0.999928958
ABCC4,438.9156858,-0.04059575,-8.02E-07,0.001442666,-0.177862478,0.858830979,0.999928958
ABCC5,689.4673632,0.191583629,5.35E-06,0.00144266,0.991166873,0.321604103,0.999928958
ABCC6,99.28881489,0.079629139,5.85E-07,0.001442685,0.210036358,0.833639297,0.999928958
ABCC8,296.0855474,0.226632269,1.13E-06,0.001442688,0.494823839,0.620724476,0.999928958
ABCC9,938.7311715,-0.366850323,-6.63E-06,0.001442677,-1.5325414,0.12538889,0.999928958
ABCD2,951.3499843,0.020036904,6.50E-07,0.001442649,0.110875031,0.911715446,0.999928958
ABCD3,1376.083103,-0.03540791,-1.66E-06,0.001442627,-0.238605563,0.811411451,0.999928958
ABCD4,411.2943674,-0.069260593,-2.38E-06,0.001442646,-0.398652688,0.690149133,0.999928958
ABCE1,9531.267821,-0.096784336,3.06E-05,0.001442778,-0.704355702,0.481211286,0.999928958
ABCF2,4900.075339,-0.270163136,-1.39E-05,0.001442655,-1.905852454,0.056669351,0.999928958
ABCF3,1948.125418,-0.170730598,-8.99E-06,0.001442633,-1.215966376,0.223997731,0.999928958
ABCG1,293.6141269,-0.203586463,-4.14E-06,0.001442669,-0.902076499,0.367016232,0.999928958
ABCG2,277.7025605,0.065313626,1.78E-06,0.001442657,0.332905888,0.739205324,0.999928958
ABCG4,34.95049612,-0.451481828,-2.49E-06,0.001442688,-1.038936224,0.298834398,0.999928958
ABCG5,17.97458273,0.059740523,1.33E-07,0.001442692,0.085585825,0.931795667,0.999928958
ABHD1,160.9860147,-0.101960658,-1.33E-06,0.001442676,-0.362518544,0.716964568,0.999928958
ABHD10,433.7335369,0.095309949,3.15E-06,0.001442649,0.535932282,0.592005353,0.999928958
ABHD11,98.18186577,0.058360565,6.06E-07,0.00144268,0.183318816,0.854547871,0.999928958
ABHD12,851.4304693,0.008902879,3.77E-07,0.001442635,0.056087922,0.955271766,0.999928958
ABHD12B,396.1320969,0.057393216,1.81E-06,0.00144265,0.315050677,0.752723177,0.999928958
ABHD13,1341.850977,-0.079080997,-2.88E-06,0.001442644,-0.469127639,0.638978404,0.999928958
ABHD14A,103.9068153,-0.140990048,-2.14E-06,0.001442674,-0.540977399,0.588523161,0.999928958
ABHD17A,2240.155076,-0.149167146,-4.07E-06,0.001442658,-0.765492081,0.44397858,0.999928958
ABHD17B,552.1038523,-0.31135736,-4.00E-06,0.001442679,-1.097925222,0.272237143,0.999928958
ABHD17C,618.2262493,-0.12278308,-5.14E-06,0.001442639,-0.779874898,0.435464515,0.999928958
ABHD18,347.7140381,0.018024584,3.29E-07,0.001442669,0.07443507,0.940664204,0.999928958
ABHD2,1079.289793,0.125364597,2.88E-06,0.001442664,0.587663002,0.556758514,0.999928958
ABHD3,73.11191198,0.396488142,9.67E-07,0.001442692,0.607147435,0.543753073,0.999928958
ABHD4,121.4888835,-0.703937176,-8.83E-06,0.001442691,-2.461767091,0.013825441,0.65724351
ABHD6,343.5525943,0.268816159,5.79E-06,0.00144267,1.222907036,0.221364811,0.999928958
ABHD8,85.12926078,-0.494763487,-3.92E-06,0.001442686,-1.382041751,0.166958882,0.999928958
ABI1,1414.599542,-0.069874181,-5.03E-06,0.001442595,-0.581860391,0.560660722,0.999928958
ABI2,3767.182733,0.035172635,6.98E-07,0.001442667,0.15217184,0.879051404,0.999928958
ABI3,12.19085449,1.332083405,3.30E-06,0.001442693,2.036436837,0.04170651,0.979213366
ABI3BP,10.60937606,1.019088524,1.46E-06,0.001442693,1.206919429,0.227463174,0.999928958
ABL1,3979.677826,0.185547896,3.10E-06,0.001442673,0.741753677,0.458236592,0.999928958
ABL2,549.5272687,0.223511365,3.30E-06,0.001442676,0.8411513,0.400263179,0.999928958
ABLIM1,1931.631533,-0.134686192,-1.25E-06,0.001442682,-0.404589077,0.685779589,0.999928958
ABLIM2,23.2801174,-0.982456915,-2.88E-06,0.001442692,-1.666016125,0.095710203,0.999928958
ABLIM3,96.720433,-0.086699831,-7.45E-07,0.001442683,-0.250330349,0.802331889,0.999928958
ABR,1026.245088,0.038317319,1.09E-06,0.001442655,0.199226776,0.842085355,0.999928958
ABRA,10.17687993,0.941873442,1.35E-06,0.001442693,1.109232159,0.267330043,0.999928958
ABRACL,1152.250616,0.139235031,2.31E-06,0.001442672,0.554479575,0.579250681,0.999928958
ABTB1,791.6477136,0.035975811,1.13E-06,0.00144265,0.19665655,0.844096314,0.999928958
ABTB2,469.9391731,0.294906696,7.77E-06,0.001442668,1.483597007,0.137915864,0.999928958
ACAA1,564.9917698,-0.169098931,-5.55E-06,0.001442653,-0.950634626,0.341789885,0.999928958
ACAA2,2337.438069,0.034981791,3.24E-07,0.001442682,0.102225645,0.918577573,0.999928958
ACACA,3907.385206,0.051149519,9.96E-07,0.001442668,0.219583652,0.826195424,0.999928958
ACACB,15.51548937,-0.687115873,-1.22E-06,0.001442693,-0.899845283,0.368202592,0.999928958
ACAD11,478.042218,0.121786914,2.50E-06,0.001442667,0.539302909,0.589677862,0.999928958
ACAD8,291.3876609,-0.025807424,-7.60E-07,0.001442652,-0.13820546,0.89007804,0.999928958
ACAD9,2635.780098,-0.14879554,-2.64E-05,0.001442705,-1.290916813,0.196732525,0.999928958
ACADL,2131.214318,-0.00209953,-4.68E-08,0.001442654,-0.010990153,0.991231303,0.999928958
ACADS,862.6236672,0.090392515,1.62E-06,0.001442663,0.418658573,0.675465676,0.999928958
ACADSB,997.499827,0.056798951,1.16E-06,0.001442666,0.251398017,0.801506401,0.999928958
ACAN,140.7282058,1.084818339,2.54E-06,0.001442693,1.655546873,0.097813617,0.999928958
ACAP2,1282.180727,-0.030488146,-1.27E-06,0.001442635,-0.193776644,0.846350776,0.999928958
ACAP3,632.5432842,0.63851782,0.4589909,0.261568472,3.137712004,0.001702721,0.239864946
ACAT1,4191.164834,-0.132474926,-4.67E-06,0.001442648,-0.772233785,0.439975975,0.999928958
ACAT2,1985.105987,-0.479685775,-0.367984194,0.170913219,-3.360418808,0.000778244,0.153204318
ACBD3,1301.49118,-0.022094394,-1.41E-06,0.001442603,-0.173781658,0.86203706,0.999928958
ACBD4,279.0091473,-0.368979646,-7.00E-06,0.001442676,-1.581030737,0.11387101,0.999928958
ACBD5,457.7671797,-0.157709838,-7.45E-06,0.001442637,-1.064121286,0.287273759,0.999928958
ACBD6,790.861848,-0.184105986,-3.09E-06,0.001442672,-0.741265144,0.458532691,0.999928958
ACBD7,238.2232335,0.060393821,3.58E-07,0.001442687,0.142428215,0.886741778,0.999928958
ACCS,145.6703972,0.366765931,5.45E-06,0.001442679,1.38556682,0.165879216,0.999928958
ACCSL,73.76239888,-0.205114611,-9.81E-07,0.001442688,-0.439920406,0.659994756,0.999928958
ACD,870.8220022,-0.102970983,-5.44E-06,0.001442624,-0.734720008,0.462510033,0.999928958
ACE,68.19553382,-0.173023733,-1.41E-06,0.001442684,-0.485796607,0.62711138,0.999928958
ACER2,240.0893029,0.21706188,2.22E-06,0.001442681,0.678536502,0.497431588,0.999928958
ACER3,2287.939553,0.061439135,2.37E-06,0.001442641,0.37304092,0.709117989,0.999928958
ACHE,224.3119436,0.015536128,7.42E-08,0.001442689,0.03153992,0.974838956,0.999928958
ACIN1,4088.666668,-0.12689089,-6.87E-06,0.001442625,-0.916485305,0.359412411,0.999928958
ACKR2,18.67770908,1.408004292,4.59E-06,0.001442694,2.510672242,0.012050152,0.612682399
ACLY,7313.004958,0.04194673,2.10E-06,0.001442624,0.289684784,0.772057398,0.999928958
ACO1,1706.22537,-0.188551336,-1.20E-05,0.001442641,-1.37290201,0.169782812,0.999928958
ACO2,5317.372926,-0.076161698,-4.75E-06,0.001442609,-0.590304719,0.554986376,0.999928958
ACOD1,22.51769863,0.289613808,1.43E-06,0.001442688,0.628011369,0.529996492,0.999928958
ACOT11,74.50122388,0.295288602,2.49E-06,0.001442684,0.840329319,0.400723767,0.999928958
ACOT12,17.42886617,0.270202033,4.72E-07,0.001442693,0.348410147,0.727532183,0.999928958
ACOT6,549.9735612,-0.25050115,-9.38E-06,0.001442656,-1.504913483,0.132346321,0.999928958
ACOT7,939.342571,-0.29743328,-6.62E-06,0.001442671,-1.378999564,0.167894888,0.999928958
ACOT8,309.1028127,-0.07225932,-1.12E-06,0.001442673,-0.28017419,0.779343867,0.999928958
ACOT9,1001.388081,-0.130107941,-3.91E-06,0.001442654,-0.701548933,0.482960508,0.999928958
ACOX1,600.4749601,0.071448662,3.11E-06,0.001442634,0.461637805,0.644341079,0.999928958
ACOX2,164.7701481,-0.022163592,-5.38E-07,0.00144266,-0.107909198,0.914067721,0.999928958
ACOX3,183.1283386,0.110519102,1.89E-06,0.001442671,0.447355365,0.654618498,0.999928958
ACP1,2180.74537,0.079452277,2.24E-06,0.001442656,0.412041555,0.680308966,0.999928958
ACP2,508.9715772,0.086083452,2.65E-06,0.001442652,0.467976317,0.639801526,0.999928958
ACP5,123.9655333,-0.148291753,-1.39E-06,0.001442682,-0.446712346,0.655082766,0.999928958
ACP6,356.4982462,-0.18828329,-3.72E-06,0.001442669,-0.822712906,0.410671275,0.999928958
ACSBG1,60.23486647,0.484130096,3.23E-06,0.001442687,1.228359151,0.219312175,0.999928958
ACSBG2,613.6165438,-0.284552836,-8.67E-06,0.001442664,-1.543365164,0.122742201,0.999928958
ACSF2,485.2966704,-0.153488331,-4.06E-06,0.00144266,-0.774855307,0.438425164,0.999928958
ACSF3,120.6434644,0.072272411,9.31E-07,0.001442677,0.253158985,0.800145359,0.999928958
ACSL1,1371.401289,-0.050724178,-1.52E-06,0.001442652,-0.273353386,0.784581581,0.999928958
ACSL3,1928.250045,-0.159022147,-9.20E-06,0.001442626,-1.18691727,0.235260254,0.999928958
ACSL4,926.3642982,-0.228451988,-2.54E-06,0.00144268,-0.748951248,0.45388659,0.999928958
ACSL5,11.34949567,0.122567134,3.17E-07,0.001442691,0.191992936,0.847747739,0.999928958
ACSL6,204.7208941,0.310530982,6.85E-06,0.001442672,1.428648717,0.153105224,0.999928958
ACSS1A,282.6390933,-0.281356385,-3.53E-06,0.001442679,-0.978548055,0.327803336,0.999928958
ACSS2,751.1308579,-0.077821153,-3.25E-06,0.001442636,-0.493614821,0.621578231,0.999928958
ACSS3,186.1300042,-0.200536208,-3.44E-06,0.001442672,-0.815359378,0.414866629,0.999928958
ACTA1,567.2677736,0.241427302,3.48E-07,0.001442693,0.280410584,0.779162518,0.999928958
ACTA2,2805.292976,0.548148093,-7.44E-05,0.001443654,0.898764856,0.368777923,0.999928958
ACTB,104582.949,-0.262750013,-1.35E-05,0.001442653,-1.849546896,0.064378883,0.999928958
ACTC1,3730.945239,0.047647349,7.75E-08,0.001442693,0.054122304,0.956837723,0.999928958
ACTG1,9631.796153,-0.451644584,-0.294440017,0.216796848,-3.007724855,0.002632113,0.303880444
ACTG2,44.92279397,0.802414888,1.02E-06,0.001442693,0.895805086,0.370356873,0.999928958
ACTL6A,3966.38193,-0.020548722,-1.20E-06,0.00144261,-0.154913514,0.8768895,0.999928958
ACTN1,2974.232723,0.170598382,1.08E-05,0.001442624,1.33306156,0.182511603,0.999928958
ACTN2,269.7277716,-0.544306058,-6.10E-07,0.001442694,-0.570939917,0.568040371,0.999928958
ACTN4,3630.428998,0.182654777,6.00E-06,0.001442654,1.025914774,0.304931758,0.999928958
ACTR10,2626.729686,-0.026596794,-1.02E-06,0.001442639,-0.162315455,0.871057445,0.999928958
ACTR10L,104.0212125,0.043106602,5.39E-07,0.001442677,0.148458866,0.881980647,0.999928958
ACTR1A,3867.617056,0.035642172,1.72E-06,0.001442627,0.241525679,0.809147716,0.999928958
ACTR2,5991.324538,-0.122286657,-5.32E-06,0.001442637,-0.792018899,0.428349657,0.999928958
ACTR3,4347.815039,0.058556994,6.70E-06,0.001442538,0.613598721,0.539480529,0.999928958
ACTR3B,934.0779256,-0.153323008,-5.81E-06,0.001442646,-0.926222095,0.354330573,0.999928958
ACTR5,517.4455532,-0.000898373,4.41E-05,0.001442966,-0.005862143,0.995322713,0.999928958
ACTR6,3297.993362,-0.225577983,-8.47E-06,0.001442653,-1.357357416,0.174667672,0.999928958
ACTR8,1585.884861,-0.196829371,-9.96E-06,0.001442639,-1.374380539,0.169323575,0.999928958
ACVR1B,615.3411394,0.208835056,3.82E-06,0.001442671,0.874172093,0.382024541,0.999928958
ACVR1C,10.70745871,-0.369057314,-8.45E-07,0.001442692,-0.548659408,0.583239208,0.999928958
ACVR2A,4230.277617,0.192519443,4.86E-06,0.001442663,0.947657405,0.343303892,0.999928958
ACVR2B,3582.525878,0.044287607,1.36E-06,0.001442651,0.239462669,0.81074684,0.999928958
ACVRL1,133.879767,0.292963103,1.57E-06,0.001442688,0.664780441,0.506190934,0.999928958
ACY1,866.9546446,-0.19610616,-5.20E-06,0.001442661,-0.991984171,0.321205247,0.999928958
ACYP1,323.2618875,-0.38369198,-2.79E-06,0.001442686,-1.018781039,0.308306929,0.999928958
ACYP2,231.5025812,0.083992047,1.22E-06,0.001442669,0.35058282,0.725901347,0.999928958
ADA,201.7971181,0.217206601,3.34E-06,0.001442675,0.834174083,0.404182893,0.999928958
ADAL,968.0472384,-0.216262274,-8.72E-06,0.00144265,-1.348262169,0.177574075,0.999928958
ADAM10,3401.827265,-0.012334936,-6.36E-07,0.001442619,-0.087679661,0.930131286,0.999928958
ADAM11,22.47532429,-0.314160624,-1.69E-06,0.001442688,-0.718074561,0.472711315,0.999928958
ADAM12,234.4247625,0.799656891,5.84E-06,0.001442691,2.138336385,0.032489452,0.898874826
ADAM17,2013.662151,0.024943371,9.97E-07,0.001442638,0.153602077,0.877923499,0.999928958
ADAM19,70.28933488,0.171714513,3.27E-07,0.001442692,0.229951971,0.818129091,0.999928958
ADAM20,113.3945642,-0.026902261,-5.32E-07,0.001442666,-0.118136956,0.905959142,0.999928958
ADAM22,375.1127159,0.113146815,2.16E-06,0.001442668,0.48306809,0.62904739,0.999928958
ADAM23,428.2319163,-0.484939236,-6.98E-06,0.001442683,-1.811371739,0.070083328,0.999928958
ADAM32L1,11.2149844,0.171139449,3.81E-07,0.001442692,0.248567583,0.803695287,0.999928958
ADAM32L2,18.59020133,-0.089314494,-2.36E-07,0.001442691,-0.143474181,0.885915701,0.999928958
ADAM33,670.286156,0.180120296,4.79E-06,0.001442661,0.909499278,0.363086639,0.999928958
ADAM8,27.94389286,-0.482521018,-1.10E-06,0.001442692,-0.718022063,0.472743683,0.999928958
ADAM9,1365.962961,0.017249678,7.45E-07,0.001442634,0.110267192,0.912197476,0.999928958
ADAMDEC1,15.81918648,1.196335931,2.91E-06,0.001442693,1.841254926,0.06558421,0.999928958
ADAMTS1,605.048457,0.438686277,1.22E-05,0.001442679,2.348627427,0.018842751,0.741872908
ADAMTS10,454.789829,-0.012862961,-2.81E-07,0.001442662,-0.059961343,0.952186423,0.999928958
ADAMTS12,620.8403795,0.542941979,1.25E-06,0.001442692,0.807603878,0.419318653,0.999928958
ADAMTS13,85.28179799,0.204551888,1.81E-06,0.001442683,0.594659907,0.552070827,0.999928958
ADAMTS14,403.5302512,0.133013861,1.91E-06,0.001442675,0.492469035,0.622387807,0.999928958
ADAMTS15,265.9257533,-0.794535673,-1.39E-06,0.001442693,-1.045175797,0.295941727,0.999928958
ADAMTS17,267.5116475,-0.962178044,-6.19E-06,0.001442693,-2.432576643,0.014991818,0.675071466
ADAMTS18,169.9596198,0.879394448,2.89E-06,0.001442692,1.582449838,0.113546915,0.999928958
ADAMTS19,295.8529549,0.177947994,1.37E-06,0.001442684,0.482422272,0.629506003,0.999928958
ADAMTS2,54.51900596,-0.518117129,-1.65E-06,0.001442691,-0.911396364,0.362086569,0.999928958
ADAMTS20,190.3101485,0.137705632,1.71E-06,0.001442678,0.474407505,0.635209342,0.999928958
ADAMTS3,504.6056302,-0.237360313,-4.63E-06,0.001442671,-1.028993847,0.303482566,0.999928958
ADAMTS5,253.0683235,-0.038567165,-4.74E-07,0.001442677,-0.133663302,0.893668825,0.999928958
ADAMTS6,332.6540521,0.282363483,2.90E-06,0.001442682,0.885967345,0.375635124,0.999928958
ADAMTS7,495.1406296,-0.655257049,-5.51E-06,0.001442689,-1.87778175,0.060411028,0.999928958
ADAMTS8,166.9341689,-0.46797806,-5.48E-06,0.001442684,-1.574457833,0.115381643,0.999928958
ADAMTS9,813.0511248,0.754213881,0.61819567,0.232840028,3.672107812,0.000240558,0.085646257
ADAMTSL1,629.5175955,0.842814526,8.73E-06,0.001442694,2.690973047,0.007124395,0.498991364
ADAMTSL2,262.4187469,0.52988194,6.00E-06,0.001442685,1.75396588,0.079436354,0.999928958
ADAMTSL2L,682.2329029,-0.040441354,-1.37E-06,0.001442646,-0.231581814,0.816862834,0.999928958
ADAMTSL3,120.0360962,1.071925767,0.887945534,0.321815108,3.747398624,0.000178678,0.078388597
ADAP1,929.6371141,0.072599534,1.62E-06,0.001442664,0.334443198,0.738045147,0.999928958
ADAP1L,11.97854771,0.268337478,3.88E-07,0.001442693,0.31367477,0.753768065,0.999928958
ADAP2,43.42864267,0.289443707,2.17E-06,0.001442685,0.774228375,0.438795751,0.999928958
ADAR,1339.563811,-0.083032628,-5.02E-06,0.001442612,-0.633602869,0.526340028,0.999928958
ADARB1,317.6811712,0.005725396,1.72E-07,0.001442654,0.029931,0.976122083,0.999928958
ADARB2,12.76495799,0.247502133,1.16E-06,0.001442693,0.309934994,0.756610391,0.999928958
ADAT1,379.2459391,-0.145108776,-2.37E-06,0.001442672,-0.575639597,0.564858811,0.999928958
ADAT2,466.9563509,-0.114362647,-1.83E-06,0.001442672,-0.450195844,0.652569232,0.999928958
ADCK1,173.7316409,-0.115188414,-2.77E-06,0.001442662,-0.554562992,0.579193608,0.999928958
ADCK2,318.6048658,-0.139026856,-2.03E-06,0.001442675,-0.522277355,0.601477234,0.999928958
ADCK5,55.30848481,0.601175472,3.10E-06,0.001442689,1.341603998,0.179724429,0.999928958
ADCY1,11.79191886,-0.921857112,-1.34E-06,0.001442693,-1.101492596,0.270682325,0.999928958
ADCY2,165.7133288,0.597827093,4.44E-06,0.001442688,1.604783618,0.108541432,0.999928958
ADCY3,37.54450298,-0.117014603,-8.21E-07,0.001442687,-0.272805459,0.785002763,0.999928958
ADCY6,548.8181544,0.007295136,1.40E-07,0.001442669,0.030182192,0.975921751,0.999928958
ADCY7,106.024393,-0.152911898,-1.94E-06,0.001442678,-0.531426048,0.595123575,0.999928958
ADCY8,15.3892895,-0.19929487,-1.56E-07,0.001442694,-0.174799008,0.861237568,0.999928958
ADCY9,1018.130582,-0.132820831,-5.28E-06,0.001442643,-0.821461798,0.411383275,0.999928958
ADCYAP1,17.05374765,0.429332596,6.88E-07,0.001442693,0.533034987,0.594009362,0.999928958
ADCYAP1R1,434.1153725,0.323508599,6.87E-06,0.001442673,1.461826871,0.143788659,0.999928958
ADD1,6112.318792,0.042818564,2.99E-06,0.001442596,0.349871741,0.726434956,0.999928958
ADD2,84.72030378,-0.291999371,-1.40E-06,0.001442688,-0.628890563,0.529420705,0.999928958
ADD3,2260.817621,0.024534265,1.10E-06,0.001442631,0.160206395,0.872718492,0.999928958
ADGB,37.13334015,0.360983682,9.48E-07,0.001442691,0.571474982,0.567677714,0.999928958
ADGRA1,98.20962029,-0.038459385,-3.54E-07,0.001442682,-0.115194227,0.908291175,0.999928958
ADGRA2,829.8648234,0.468816746,1.32E-05,0.001442685,2.447795567,0.014373318,0.669812394
ADGRA3,1614.617541,0.031021914,1.32E-06,0.001442635,0.197260769,0.843623478,0.999928958
ADGRB1,85.38214951,-0.096435566,-8.53E-07,0.001442682,-0.282225945,0.777770265,0.999928958
ADGRB2,59.85656579,-0.247589237,-1.86E-06,0.001442685,-0.666285536,0.505228609,0.999928958
ADGRB3,18.74397805,-0.941947645,-1.60E-06,0.001442693,-1.218620955,0.222988092,0.999928958
ADGRD1,17.16128574,0.238860813,3.86E-07,0.001442693,0.297751148,0.765893103,0.999928958
ADGRD2,223.1370116,0.242999398,6.21E-06,0.001442665,1.20418777,0.228517012,0.999928958
ADGRF4,18.89585704,0.293834468,2.19E-06,0.001442692,0.455376261,0.648838571,0.999928958
ADGRF5,125.7727775,1.105493532,5.82E-06,0.001442693,2.615304361,0.008914798,0.554197236
ADGRG1,57.14057859,0.324272591,2.25E-06,0.001442686,0.835384529,0.403501238,0.999928958
ADGRG2,147.1968143,0.865236711,7.06E-06,0.001442692,2.448717532,0.014336583,0.669812394
ADGRG6,306.140161,0.336596704,4.55E-06,0.001442679,1.212844999,0.225189087,0.999928958
ADGRL2,2203.108314,0.307124143,5.51E-06,0.001442675,1.275702741,0.202060619,0.999928958
ADGRL3,901.5896469,0.331189929,5.10E-06,0.001442678,1.27542002,0.202160616,0.999928958
ADGRL4,341.1037611,0.625727127,8.61E-06,0.001442689,2.286823231,0.022206143,0.806088239
ADGRV1,38.34371047,0.538380721,7.00E-07,0.001442693,0.602379052,0.546921851,0.999928958
ADH1C,15.79436876,0.183207609,4.85E-07,0.001442691,0.290870057,0.771150702,0.999928958
ADH4,6897.28475,-0.029055747,-6.16E-07,0.001442664,-0.132627146,0.894488262,0.999928958
ADHFE1,100.5142955,-0.189731016,-8.34E-07,0.001442689,-0.392164539,0.694936644,0.999928958
ADI1,1979.702931,0.108852668,4.26E-06,0.001442642,0.666313631,0.505210654,0.999928958
ADIPOR1,800.2079705,0.118647264,5.25E-06,0.001442636,0.773481088,0.439237717,0.999928958
ADIPOR2,900.9165042,0.139651539,3.18E-06,0.001442664,0.652640342,0.513988171,0.999928958
ADK,3055.977083,-0.094156506,-5.72E-06,0.001442613,-0.720505451,0.471213845,0.999928958
ADM,48.91791439,0.006146232,1.75E-08,0.001442692,0.008718302,0.993043889,0.999928958
ADNP,5637.282115,0.121411539,3.21E-06,0.001442659,0.611192952,0.541071849,0.999928958
ADNP2,1683.926406,-0.072854576,-2.46E-06,0.001442647,-0.415735163,0.677603808,0.999928958
ADO,1808.249683,-0.012563573,-4.03E-07,0.001442647,-0.070776317,0.943575781,0.999928958
ADORA1,22.16413379,2.044059838,1.503460835,0.792278363,3.185604951,0.001444517,0.219609489
ADORA2A,591.9410512,0.548261934,5.46E-06,0.001442686,1.702218446,0.088714426,0.999928958
ADORA2B,78.68745683,-0.16041435,-2.67E-06,0.001442685,-0.432914613,0.665076803,0.999928958
ADPGK,1531.737507,0.041957848,2.26E-06,0.001442619,0.30109392,0.763342877,0.999928958
ADPRH,515.140957,0.047380817,1.08E-06,0.001442663,0.220861963,0.825199915,0.999928958
ADPRHL,93.73186094,-0.005482828,-6.47E-08,0.001442676,-0.019541067,0.984409477,0.999928958
ADPRHL1,17.93775844,-1.022320345,-1.97E-06,0.001442693,-1.40569922,0.159813459,0.999928958
ADPRHL2,1340.755111,0.135971935,5.20E-06,0.001442645,0.823273362,0.410352559,0.999928958
ADPRM,203.3458513,-0.079337318,-1.95E-06,0.00144266,-0.386842776,0.698872607,0.999928958
ADRA1A,22.9704799,-0.250322613,-7.20E-07,0.001442691,-0.41549085,0.677782612,0.999928958
