"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","ENSGALG00010000711",273.996249699857,-1.28481734646262,0.246193142759241,-5.2187373379407,1.80147025895784e-07,1.84351090597259e-06
"2","ENSGALG00010000715",64.2341531251068,-1.16215654743577,0.473229285050924,-2.45580014624563,0.0140571309540702,0.0459588497173627
"3","ENSGALG00010000717",2262.6224485106,1.02445612506854,0.22620984862375,4.5287865727389,5.93233829426645e-06,4.62884785907698e-05
"4","ENSGALG00010000720",1897.17537551917,0.367246953229173,0.193998989235349,1.89303539506409,0.0583531625972962,0.145954445407252
"5","ENSGALG00010000724",413.597472229985,-0.356305838785321,0.230578528002929,-1.5452689453408,0.12228122375198,0.255421346994383
"6","ENSGALG00010000729",93.4244806314794,-2.75522709604626,0.394262341537565,-6.98830906675306,2.78218969373554e-12,5.41409645019903e-11
"7","ENSGALG00010000734",3.74962483839749,-2.6395463056372,1.37241098069558,-1.92329145042209,0.0544434577046335,0.138154372509977
"8","ENSGALG00010000757",8.97526931893945,-2.28622345744289,0.780801901772088,-2.92804545205914,0.00341100177247396,0.0137019764464436
"9","ENSGALG00010000762",0.789650837541383,0.631707744801655,3.32999494104736,0.189702313662665,0.849542407693041,NA
"10","ENSGALG00010000777",6978.2414543853,0.310023598856326,0.114363108912077,2.71087068028794,0.00671067931780967,0.0245547265504601
"11","ENSGALG00010000784",497.835058322762,-0.917911394328062,0.178326438869917,-5.14736569711713,2.64170011530551e-07,2.62168108729397e-06
"12","ENSGALG00010000785",376.743753336325,0.608953200720513,0.222053620870778,2.74237005608158,0.00609975790790841,0.0226833284288336
"13","ENSGALG00010000788",574.709417095984,-0.977491220996591,0.200956662226115,-4.86418917476209,1.14926955074354e-06,1.02650425956273e-05
"14","ENSGALG00010000791",13.1171740894707,-0.896083831493208,0.742117661083452,-1.20746867846397,0.227251700377975,0.397694883442877
"15","ENSGALG00010000795",163.128078717913,-1.11559842757578,0.307164742383801,-3.63192213702002,0.000281318010780764,0.00153548456348993
"16","ENSGALG00010000796",101.461416076693,-0.497358172779138,0.385200446228894,-1.29116717711069,0.196645713983584,0.361097795208888
"17","ENSGALG00010000800",3214.0863267364,0.629568610414914,0.211649232264199,2.97458490011923,0.0029338525683902,0.0120346942815955
"18","ENSGALG00010000804",1.38765686708242,-1.69617612737603,2.37861628383057,-0.71309363301107,0.475787819119146,0.650929590609677
"19","ENSGALG00010000810",395.803070690989,0.215514992493863,0.233964879276963,0.92114249437729,0.356976036759402,0.542574462395759
"20","ENSGALG00010000812",455.112012355599,0.0261926430961398,0.22475907381001,0.116536532439534,0.907227334627405,0.952178491349346
"21","ENSGALG00010000816",1155.86604490433,0.280323393543727,0.235925332542221,1.18818691711947,0.234759776871521,0.406768638952603
"22","ENSGALG00010000818",570.56520761922,0.844718803256641,0.212150499371104,3.98169604012582,6.84252504376369e-05,0.000433027618159357
"23","ENSGALG00010000820",201.247298196176,-0.721625975437924,0.398675271243896,-1.81005953338013,0.0702865554798769,0.168788752113861
"24","ENSGALG00010000823",228.22271944492,0.0626352284040758,0.304545844475158,0.20566765083273,0.837050529218538,0.913559114677909
"25","ENSGALG00010000843",293.808555258057,0.26672829239957,0.19861812642942,1.34292019159869,0.179297817536979,0.338708606189252
"26","ENSGALG00010000859",159.190648293988,1.76489971122543,0.268004925931551,6.58532564314207,4.5388946074884e-11,7.64316727040314e-10
"27","ENSGALG00010000864",176.786887399075,0.485927264374319,0.283367291230982,1.7148318786667,0.0863760550178051,0.197422252164516
"28","ENSGALG00010000870",46.1786281897011,-0.128773675129998,0.487015713902074,-0.264413799091276,0.791461079657464,0.884744685519935
"29","ENSGALG00010000876",0.592869873955177,-1.91678293207061,3.21895950438893,-0.595466618780741,0.551531606139859,NA
"30","ENSGALG00010000901",100.354173315004,-0.479435563447075,0.399003033516678,-1.2015837554454,0.229524838373991,0.400309132505023
"31","ENSGALG00010000902",0.105926408604821,-0.943370784072733,4.08045587175913,-0.231192497534849,0.817165258240193,NA
"32","ENSGALG00010000903",0.597622154493509,-3.47210067147698,3.9497267165918,-0.879073647523909,0.379361345102978,NA
"33","ENSGALG00010000912",0.266900405604118,0.0183799158912427,4.0804558717547,0.00450437805698873,0.996406038445547,NA
