ensembl_id,symbol,entrez_id,log2FC_used,padj,baseMean,log2FC,log2FC_shrunken,lfcSE_shrunken,stat,pvalue
ENSGALG00010022774,A1CF,423680,6.98509163982489,NA,213.322474173403,7.96903331395503,6.98509163982489,2.08307624877638,4.31677438913488,NA
ENSGALG00010012867,A4GALT,418223,-1.48954511968847,1.4551600107936e-4,620.709336237817,-1.62945667426249,-1.48954511968847,0.391676968964558,-4.24272063119078,2.20826264983168e-5
ENSGALG00010024389,AAAS,100859661,0.256288107362976,0.44461237993854,840.989298509177,0.296335859986631,0.256288107362976,0.266028723965597,1.04327131548617,0.296822652222992
ENSGALG00010020928,AACS,416811,0.802093661833699,9.8684604692003e-4,1936.51119147995,0.853725506611977,0.802093661833699,0.227157134603887,3.73476968089197,1.8788705875523e-4
ENSGALG00010001708,AADAC,425034,0.726703344892661,0.0952347970965641,553.14626854602,0.921368632861047,0.726703344892661,0.432168878992533,2.0580183951971,0.0395883676119085
ENSGALG00010022178,AADACL3C,419479,0.38117915244102,0.413496304563459,84.1392192364553,0.552119037003553,0.38117915244102,0.432764430807477,1.10656557438174,0.268481798158768
ENSGALG00010008325,AADAT,428728,0.315155191276309,0.391439625557857,479.771583296431,0.378475266952321,0.315155191276309,0.303752928328195,1.15418937371306,0.248422538165426
ENSGALG00010008768,AAED1,427472,0.104095948695979,0.837549612616644,395.794860487913,0.146602519398606,0.104095948695979,0.38228690049421,0.321759712506798,0.747634737240836
ENSGALG00010018150,AAGAB,415553,0.00431917251588052,0.980624875181097,1588.37510464616,0.00429434978779044,0.00431917251588052,0.104440170437568,0.0406438959476115,0.967579789144541
ENSGALG00010017516,AAK1,419512,0.221102288632903,0.252946660674878,6672.15718865711,0.235382361421331,0.221102288632903,0.155237447195728,1.4816528858204,0.138432679316983
ENSGALG00010002039,AAMDC,425610,-0.337065305514566,0.154135978921702,443.268381378302,-0.363275083173597,-0.337065305514566,0.196385141978455,-1.79599149792108,0.0724958692115055
ENSGALG00010019223,AAMP,769880,-0.129007263161196,0.515999720453038,795.136271503087,-0.13459362798381,-0.129007263161196,0.145887847061488,-0.902606207286139,0.366734930957472
ENSGALG00010029400,AANAT,396066,0.213664033409276,0.675044910244147,9.81418755640548,0.525078019432205,0.213664033409276,0.56153423250083,0.613762263619379,0.539372437180334
ENSGALG00010024639,AAR2,419118,-0.173526603099605,0.197898393219837,930.695668730114,-0.178159129794942,-0.173526603099605,0.107311665060992,-1.64198804817837,0.100592481013879
ENSGALG00010021722,AARS1,415668,-0.187225102060648,0.459643659101193,2963.11255604722,-0.202504729051833,-0.187225102060648,0.193194222732089,-1.01120039348796,0.311920527515799
ENSGALG00010018354,AARS2,421436,-0.188180280564684,0.418989826817985,663.910820478953,-0.201436964307807,-0.188180280564684,0.178329696669475,-1.09519027255825,0.273433286405027
ENSGALG00010022366,AARSD1,107049007,-0.328609322594361,0.0924332673354729,778.221387396151,-0.346036699209663,-0.328609322594361,0.163392089556126,-2.07467647203077,0.038016529371834
ENSGALG00010014902,AASDH,422744,0.0875277890346162,0.703185568256181,971.723200633917,0.0919531812363109,0.0875277890346162,0.158694129427807,0.56425287716542,0.572582046343154
ENSGALG00010005177,AASDHPPT,418975,0.768038166485041,0.00465474659404538,210.232093997274,0.832097671619639,0.768038166485041,0.252603827400636,3.26159357617571,0.00110787859537989
ENSGALG00010001234,AASS,417757,-1.32102893728101,0.00187297080170037,512.88333281091,-1.49700968120594,-1.32102893728101,0.430848154880446,-3.54808086029178,3.8804907045767e-4
ENSGALG00010029352,AATF,417653,0.226775657941094,0.417806181498309,378.332560019109,0.249681518166731,0.226775657941094,0.217564011349404,1.09791346370475,0.272242278272811
ENSGALG00010029542,AATK,422076,-1.22510611386138,3.91603097867818e-7,571.39889047561,-1.27893559460814,-1.22510611386138,0.232261653261791,-5.53480751299317,3.11570334602509e-8
ENSGALG00010017337,ABAT,416642,1.3957356320096,NA,2223.84265183833,1.63708604564693,1.3957356320096,0.525424137666508,3.22167912841375,NA
ENSGALG00010014122,ABCA1,373945,0.119323415363244,0.731858422229215,4867.68209856625,0.141187132082503,0.119323415363244,0.256368107553389,0.513076721895429,0.607897654051262
ENSGALG00010011949,ABCA12,424011,0.0510237855439146,0.930392201951942,40.0134416973066,0.105273897045663,0.0510237855439146,0.503435797413955,0.14374818886435,0.885699317119116
ENSGALG00010000626,ABCA13,420943,-0.028648643863387,0.952298257041952,9.66058659426267,-0.115062974082372,-0.028648643863387,0.594703579133912,-0.0989826010644926,0.921152084595062
ENSGALG00010028002,ABCA2,426955,-0.108092378547269,0.67682476270857,3044.31454284219,-0.117264895467598,-0.108092378547269,0.185055642051915,-0.611178657063918,0.541081311316332
ENSGALG00010018864,ABCA3,416386,-0.328719735714039,0.245036058021941,3897.12076073143,-0.367503227713867,-0.328719735714039,0.233952909511857,-1.5038947002823,0.132608481832413
ENSGALG00010021143,ABCA4,424490,0.280207065573566,0.498454986753006,55.7806746817986,0.35906032534888,0.280207065573566,0.344412729002955,0.935403629498896,0.34958032714582
ENSGALG00010029418,ABCA5,417444,-0.506978831690336,0.00205490092688717,1993.76187036105,-0.525909424932547,-0.506978831690336,0.147871065901622,-3.51962795689786,4.32152525041e-4
ENSGALG00010004200,ABCB1,395712,-0.0921692159965198,0.847089485289409,546.202066577032,-0.129014935217405,-0.0921692159965198,0.36326783009525,-0.303561724392701,0.761461815746089
ENSGALG00010009554,ABCB10,421537,1.71800506436179,1.97073842816305e-6,1771.72182617781,1.82344995121164,1.71800506436179,0.355930549799396,5.21396069048678,1.84850655819056e-7
ENSGALG00010024309,ABCB11,424170,2.33233561940746,NA,570.964170691563,2.67303565297135,2.33233561940746,0.728526040406869,3.90025282875342,NA
ENSGALG00010003061,ABCB5,420606,2.81139108462268,NA,223.249585460101,3.32124378488685,2.81139108462268,0.985359192273846,3.69834921419612,NA
ENSGALG00010021465,ABCB6,425721,0.102968510785712,0.801389863550222,364.518324566496,0.123358459104389,0.102968510785712,0.289685474813866,0.387872873918445,0.698110113150168
ENSGALG00010013464,ABCB7,422326,0.796479214072387,1.71723073158295e-5,2341.94567459116,0.826342818741364,0.796479214072387,0.173152401583071,4.75379787829849,1.99630618855432e-6
ENSGALG00010027169,ABCB8,107055879,-0.574268222284202,0.0254836188299483,430.318408227238,-0.624599280530145,-0.574268222284202,0.230606972892819,-2.65307068493209,0.00797631655294264
ENSGALG00010024943,ABCB9,416834,0.56836973545741,0.0550990927903385,254.215466002138,0.633749951532317,0.56836973545741,0.265408098154937,2.3225042124241,0.0202058018638015
ENSGALG00010020745,ABCC1,395416,-0.412324413008333,0.0225776627176732,3563.48115178025,-0.431419764488249,-0.412324413008333,0.157238773812327,-2.7011561113515,0.00690988965736616
ENSGALG00010029290,ABCC3,422099,0.758649724640344,0.00718011803936362,2153.9221875086,0.828438305927538,0.758649724640344,0.263045392643413,3.11524523099727,0.00183792040306029
ENSGALG00010005402,ABCC4,418791,0.112223989412232,0.678933035967841,2741.93440748342,0.120676046113312,0.112223989412232,0.191062209647778,0.607853724558983,0.543284493448593
ENSGALG00010017985,ABCC5,424947,0.578681832391789,2.26538806525944e-5,5406.77188654648,0.595195524221968,0.578681832391789,0.125959859847666,4.69264969968148,2.69689055388029e-6
ENSGALG00010020803,ABCC6,416600,0.238286486580897,0.557539721127849,1023.00513860216,0.298835376914034,0.238286486580897,0.325723870554032,0.828011098235876,0.407664214691301
ENSGALG00010023276,ABCC8,423072,-2.14404570040705,4.10318003004957e-5,340.291956794635,-2.35379920952823,-2.14404570040705,0.534579772333785,-4.55192032968349,5.31584669204016e-6
ENSGALG00010013156,ABCC9,418200,-0.510408408241798,0.0263218977035594,1862.9798652515,-0.546731058908711,-0.510408408241798,0.203061242776055,-2.63920524293532,0.00831006531464688
ENSGALG00010008148,ABCD2,417694,-0.215880782158232,0.462008386382521,2359.49124432957,-0.241390299156923,-0.215880782158232,0.228297291343057,-1.00615592753717,0.314340568900562
ENSGALG00010020934,ABCD3,424487,0.1868873170446,0.624805274006659,2186.376147499,0.222106659963707,0.1868873170446,0.288789626956144,0.70600750485504,0.480183470350381
ENSGALG00010006311,ABCD4,423349,0.604299837313342,0.0203771568910106,859.597033614022,0.657038030714315,0.604299837313342,0.235171883694458,2.73994662668389,0.00614491623242729
ENSGALG00010006353,ABCE1,422462,0.307379474088043,0.00385503075423266,3245.82286169254,0.312426679988127,0.307379474088043,0.093375191384415,3.32324313929355,8.8977323966529e-4
ENSGALG00010025442,ABCF2,426038,0.18096562206037,0.381955888631406,1728.92964834025,0.189795953275886,0.18096562206037,0.157897934966188,1.17350979405978,0.240591431629035
ENSGALG00010018008,ABCF3,424950,-0.136031289331744,0.553341173336377,1894.74863402559,-0.144805206058624,-0.136031289331744,0.168398156329717,-0.835363488901607,0.40351308049678
ENSGALG00010011104,ABCG1,418533,0.476833037759752,0.263109906257992,761.200552410335,0.62556482721933,0.476833037759752,0.394461696581548,1.4533196857981,0.146135014024838
ENSGALG00010020622,ABCG2,423767,-0.590189059816986,0.0327106133472266,961.477643282912,-0.651639753780299,-0.590189059816986,0.250098926922799,-2.54728668796173,0.0108564203085144
ENSGALG00010024172,ABCG4,428242,-0.781150977567496,0.14529696583919,23.4231615869895,-1.26085171668513,-0.781150977567496,0.652544886450114,-1.82976175208379,0.0672855724188016
ENSGALG00010020352,ABCG5,421401,0.190300640912862,0.713214448533282,25.3913886891284,0.320137544231242,0.190300640912862,0.457595030543756,0.545687705054596,0.585280624813153
ENSGALG00010020360,ABCG8,421402,-0.0768971370218576,0.884397564071982,12.293990682226,-0.205841980748555,-0.0768971370218576,0.546608893944226,-0.234165202194681,0.81485672866622
ENSGALG00010009157,ABHD1,107053155,-0.577926895620326,0.10015398316056601,224.221617760038,-0.67903487534815,-0.577926895620326,0.321026946170028,-2.03253053811804,0.0420999754668332
ENSGALG00010004487,ABHD10,418419,-0.0879404657566667,0.726531178693068,636.415629536409,-0.0943123722390273,-0.0879404657566667,0.175024471696537,-0.52171013268238,0.601872168622447
ENSGALG00010029606,ABHD11,417473,0.0628529566705712,0.902469540193245,89.8523704380624,0.0855732442259096,0.0628529566705712,0.367121846577066,0.198031637595667,0.843020310656932
ENSGALG00010018399,ABHD12,421249,0.158102473217728,0.391318755054108,1896.70819712446,0.164039536841848,0.158102473217728,0.139308452991888,1.15470024009655,0.248213201180736
ENSGALG00010018399.1,NA,NA,-0.518975020136047,0.194088450468687,178.772525740989,-0.652546014283352,-0.518975020136047,0.368957735434227,-1.65512381335351,0.0978993853279186
ENSGALG00010014965,ABHD13,418763,0.321671891720068,0.312692389722449,1254.9380138199,0.366789965648453,0.321671891720068,0.26065053685399,1.33238082502053,0.18273507980984
ENSGALG00010027538,NA,NA,-0.476980153397165,0.31187829223527,115.30484275306,-0.704048078399652,-0.476980153397165,0.465468625281534,-1.33423394524169,0.182127197939797
ENSGALG00010027931,ABHD17A,769919,0.11479598871033,0.550285453350511,695.744346116663,0.119250171918545,0.11479598871033,0.139031733718212,0.84094027897893,0.400381391960756
ENSGALG00010014170,CEMIP2,427250,0.638089260291637,0.0400891559122079,344.201098954632,0.716538479658832,0.638089260291637,0.284075236760609,2.46213074307591,0.0138114309387424
ENSGALG00010019778,NA,NA,-0.0432126722094353,0.902469540193245,570.837039018977,-0.0494843941232208,-0.0432126722094353,0.23535969137825,-0.197718198899277,0.843265550135562
ENSGALG00010007924,ABHD18,422499,0.142072586456824,0.542300525688752,600.866629456958,0.150772667048019,0.142072586456824,0.170987835768309,0.855832643296671,0.392090356355035
ENSGALG00010020147,ABHD2,415493,-0.608178068810876,0.00348621403728382,4219.53893549218,-0.642390363809496,-0.608178068810876,0.189146943035858,-3.35507929600772,7.9342237791428e-4
ENSGALG00010005109,ABHD3,421068,-0.0107505844771795,0.980823155858501,48.3949891459049,-0.0354325394884487,-0.0107505844771795,0.54545788819749,-0.0398491596790744,0.96821338357586
ENSGALG00010016335,ABHD4,420673,0.0674972095442428,0.822035027739283,794.914681002728,0.0731462196398985,0.0674972095442428,0.200486866317639,0.349351548557129,0.726825403132182
ENSGALG00010027118,ABHD6,416009,-0.262037777147928,0.421850223002978,301.587064137899,-0.299921499781901,-0.262037777147928,0.259051083147932,-1.08963970004676,0.275871887911963
