"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","ENSGALG00010000711",273.996249699857,-0.165823049219041,0.234015634471864,-0.708598165217796,0.478573875233917,0.65156631828503
"2","ENSGALG00010000715",64.2341531251068,0.997662692789335,0.460465716501668,2.16663837726933,0.0302624387160792,0.0985886014132295
"3","ENSGALG00010000717",2262.6224485106,0.894850825271646,0.211516201093181,4.23064909754799,2.33017932145869e-05,0.000442108838209296
"4","ENSGALG00010000720",1897.17537551917,0.371679023656716,0.181489495013986,2.04793684410259,0.040566188112608,0.121984930335175
"5","ENSGALG00010000724",413.597472229985,0.206864130074853,0.21707639359104,0.952955439570151,0.340612648604194,0.527469401300962
"6","ENSGALG00010000729",93.4244806314794,0.00315087937994566,0.389231897223552,0.00809512119233121,0.993541098325922,0.996011421420961
"7","ENSGALG00010000734",3.74962483839749,-1.26284135280449,1.35090937253616,-0.934808343533561,0.349887078944299,0.536739379337917
"8","ENSGALG00010000757",8.97526931893945,-0.104108798365836,0.80254459362894,-0.129723381345176,0.896785283237111,0.943129095339317
"9","ENSGALG00010000762",0.789650837541383,3.11246833470253,3.19810547061018,0.973222541690813,0.330442709813525,NA
"10","ENSGALG00010000777",6978.2414543853,0.0556632675385859,0.10692093033336,0.520602162411401,0.602643942637638,0.750251290279648
"11","ENSGALG00010000784",497.835058322762,-0.0378041293500562,0.169049459823131,-0.223627625841627,0.823047065693182,0.900083938885564
"12","ENSGALG00010000785",376.743753336325,0.300718672388277,0.206887765932191,1.45353530709418,0.146075184066214,0.29903826060712
"13","ENSGALG00010000788",574.709417095984,-0.778639739416124,0.188690983469745,-4.12653389737074,3.6827174261115e-05,0.000642544054415957
"14","ENSGALG00010000791",13.1171740894707,0.451811859337748,0.724631072869211,0.623506051912427,0.532952026537806,0.696394369555797
"15","ENSGALG00010000795",163.128078717913,-0.519664699449092,0.290330940516456,-1.78990464648612,0.0734692417573951,0.185130617124932
"16","ENSGALG00010000796",101.461416076693,-0.537570035766413,0.360955757406439,-1.48929619416239,0.136409389480561,0.28504307098325
"17","ENSGALG00010000800",3214.0863267364,0.0686845875237452,0.197796033973918,0.347249568880649,0.728403834343793,0.841819280493273
"18","ENSGALG00010000804",1.38765686708242,-4.09465895550056,2.07131723102282,-1.9768381656723,0.0480599261004072,NA
"19","ENSGALG00010000810",395.803070690989,0.725159492451282,0.220158814738721,3.29380176447572,0.000988421805486681,0.00808561444160416
"20","ENSGALG00010000812",455.112012355599,0.541540286758134,0.211430579991355,2.56131486173985,0.0104276802892533,0.0449123147353412
"21","ENSGALG00010000816",1155.86604490433,0.138110692560107,0.220611989584653,0.626034391059744,0.531292384077515,0.695057789356839
"22","ENSGALG00010000818",570.56520761922,0.516245611027746,0.197753371019542,2.61055277270965,0.00903960235710149,0.0405305688847117
"23","ENSGALG00010000820",201.247298196176,0.634382294438359,0.376818906241803,1.68352034340676,0.0922744045684362,0.217897846915595
"24","ENSGALG00010000823",228.22271944492,0.456499098258716,0.286239567164972,1.59481480069321,0.110753656305493,0.245845527119399
"25","ENSGALG00010000843",293.808555258057,0.547627068989412,0.186952768720686,2.92922684556541,0.00339806331339307,0.0199218448366599
"26","ENSGALG00010000859",159.190648293988,0.906411035904558,0.243667074083171,3.71987491258328,0.000199321470497852,0.00242588814093727
"27","ENSGALG00010000864",176.786887399075,1.25401700453103,0.268889713377899,4.66368530345608,3.10596243886043e-06,8.90732906316871e-05
"28","ENSGALG00010000870",46.1786281897011,-0.347079979143451,0.454626232124009,-0.763440282629307,0.445200863851719,0.624783695232646
"29","ENSGALG00010000876",0.592869873955177,0.19697856246296,3.13610328393724,0.0628099729597113,0.949917824278283,NA
"30","ENSGALG00010000901",100.354173315004,1.72074371995071,0.388745129139168,4.42640586587181,9.58161670014356e-06,0.000217328487880529
"31","ENSGALG00010000902",0.105926408604821,-0.0434727134752747,3.81693625648277,-0.0113894261140567,0.990912749212503,NA
